,community,text,label
377,refugee,"Who is to blame for this problem? The system itself or the people? It must be the fault of the people for being refugees or being poor, instead of being born in the right country.",1
378,homeless,"According to Okine, he is often moved by the problems and situations of homeless children, and while celebrating Christmas and New Year, he considered it wise to share with the needy and homeless.",1
379,hopeless,"The BBC is an invaluable and incomparable national asset. Since 1922, the public broadcasting service has saved lives, liberated minds, sustained the hopeless, and provided fantastic entertainment. In Uganda, my birthplace, we listened to BBC bulletins as faithfully and often as we prayed to God.",1
380,disabled,"""Rafiqul Bari has shown that disabled children are not a burden to society and can lead a normal life if they receive a little attention and training,"" said DC M Bazlul Karim Chowdhury while visiting the school along with local administration officials and the Shaheed Salahuddin Cantonment in Ghatail yesterday.",1
381,disabled,Disabled farmers in Kano go from begging to packing.,1
382,disabled,Andrew Garfield and Claire Foy in an inspiring biographical drama about a man who dedicates his entire life to helping patients and disabled individuals.,1
383,hopeless,"""For the children, it shows that someone loves them and cares about them by keeping track,"" said director Sherrie Gahn to the Las Vegas Sun after the recording. ""When you live in an existence where everything seems so hopeless, it is an incredible gift that they will never forget. It goes beyond their wildest dreams.""",1
384,vulnerable,"The Ministry continues to use the Livelihood Empowerment program against Poverty as a vehicle to reach widows throughout the country and empower them to be economically independent, so they can take care of themselves and their children. The progress of every society is measured by how they care for their vulnerable and poor individuals.",1
385,poor-families,"That is why I believe that children from poor families should be supported. After all, the students are 100% right: education is the only tool that will lift them out of the curse of poverty.",1
386,disabled,"Shebesh, who is the representative for women in the city, was caught by a passerby kneeling on a street in Nairobi over the weekend, talking to a disabled man.",1
387,poor-families,Even orphaned girls with hearing disabilities from the Women's Home of the Government got married during the swayamwaras. All the married couples with hearing disabilities live happily and have given birth to around 600 normal children. The education of some of these children from poor families is even sponsored by the Trust.,1
388,homeless,"SM Hassan Siddiquee Pope Francis has proclaimed Mother Teresa of Calcutta as a saint, praising her as the embodiment of maternal love and a powerful advocate for the poor. Queen Sofia of Spain and around 1,500 homeless people also witnessed Pope Francis describe the work of Saint Teresa in the slums of the Indian Metropolis as an ""eloquent testimony of God's closeness to the poorest of the poor."" There have been debates and controversies about Mother Teresa's legacy since then...",1
389,poor-families,Kadamay also demanded that these houses be delivered free of charge to poor families.,1
390,women,"Speaking about the launch, basketball star and Her.ie Athlete of the Year 2014, Gráinne Dwyer, stated: ""I got involved because promoting women in sports and providing them with every possible opportunity to perform at the highest level is something close to my heart.""",1
391,in-need,"""We are donating one million dollars to the World Food Program to deliver a thousand tons of rice, and we are supporting this with nearly one million dollars available to the Red Cross to obtain supplies for those in need,"" he said.",1
392,immigrant,"The vast southern borders of Libya are used as a crossing point for desperate illegal immigrants trying to reach Europe, due to the poor security conditions in the region.",1
393,disabled,"Every time the term ""disabled"" is mentioned, it creates the general perception that one is completely incapacitated or bedridden, and disabled individuals are judged as completely hopeless and incapable of taking care of themselves. Disability is known to be caused by impairments in various subsystems of the human body. Disabled individuals can suffer from visual impairment, physical disability, intellectual disability, mental illness, and various other types of chronic diseases.",1
394,hopeless,"The battle broke out amidst the flames: Jerusalem was disoriented, hungry, and stunned as its inhabitants wandered lost and distressed among the burning gateways. Thousands of civilians and rebels gathered on the steps of the altar, waiting to fight until the end or simply die without hope. All of them had their throats slit by the enraged Romans as if it were a massive human sacrifice. Ten thousand Jews died in the burning Temple.",1
395,poor-families,"""I am climbing all these summits to raise funds that will be used to educate at least 1-5 girls of my age. These girls do not necessarily have to be selected from poor families in India, but from anywhere in the world,"" she said.",1
396,poor-families,"Now, we want to focus on infrastructure. Since we came to power in Uttar Pradesh, in the last nine months alone, we have managed to provide housing for the poor in both rural and urban areas, a great work of electrification is being carried out, and free electricity connections have been granted to 2.5 million poor families, which has reduced our line losses.",1
397,women,"We have a real opportunity to accelerate the development of mobile technologies that can save lives, help women reach their potential, and drive the growth of emerging economies that Britain can trade with. A more prosperous, connected, and stable world is firmly in our national interest.",1
398,homeless,"Teach children to give back: When Kang organizes summer camps with children, he includes ""Contribution Fridays"" - the children work together as a team to make sandwiches for homeless people and distribute the food in shelters.",1
399,poor-families,"As a reporter rightly pointed out, you can find your phone in the back of a taxi with an app, so how can you lose a plane? Are they really telling us everything? I'm starting to get angry with the whole process and I can't imagine those poor families in Beijing, they are now in unfamiliar territory and they are not receiving anything.",1
400,women,News <h> Monash Doctor defends women,1
401,in-need,"For many patients who need organ transplants, life is a waiting game, waiting for the call that will change their lives and possibly provide them with a better and longer life.",1
402,refugee,"""New Zealand could expand its sponsored refugee program to accommodate those refugees with whom the United States has failed to fulfill its commitment. This does not have to be a significant cost for the government. All the government needs to do is allow compassionate New Zealanders to help"" - see: Do good and prosper as a consequence.",1
403,poor-families,"In a mass wedding ceremony organized here, 10 couples from poor families were joined in matrimony on Friday. The ceremony, organized by a socio-cultural organization called Utkaliya Lagono Ustav Samhua, was truly a dream come true for young men and women who could not afford the expenses of a wedding ceremony.",1
404,vulnerable,"Sandra, six years old, moved to the capital city, Abuja, with her family. She has four siblings and her father is a taxi driver, while her mother fries and sells akara outside the unfinished building they live in. Her father had discovered that there was money in the thriving taxi business in the capital city and they had left their village in search of better opportunities, only for it to not seem as promising here, in the deteriorated building where she and her siblings are vulnerable every day while their parents go out the door to make a living.",1
405,hopeless,"He must have thought, ""I don't want to do this anymore."" Isaac was a beaten and hopeless child.",1
406,homeless,"Poverty has caused thousands of Jamaicans to live on the streets. They depend on the mercy of passersby for ""bread,"" while the harsh pavement becomes their bed. It is estimated that over 100,000 homeless people live on the streets of Jamaica.",1
407,homeless,"It was around noon. The heat of the afternoon sun cooked Oshodi intensely, and sweat ran down the cheeks of the people who worked in that chaotic commercial environment. A young teenager sat on a fence near the main road. At that particular moment, most of his peers would be in school. But he was under the scorching sun, trying to make a living. He eagerly awaited a commercial driver who would hire his services for the day. Do you know Seun Fola? jin, a 17-year-old homeless teenager who has been living under the bridge in Oshodi since 2011.",1
408,refugee,"BEIRUT, Lebanon - The film star and UN special envoy, Angelina Jolie, said on Wednesday that she was moved to see how Lebanese families were opening their homes to Syrian refugees, after Beirut ruled out establishing camps for them.",1
409,poor-families,"Bhopal: One day after Prime Minister Narendra Modi launched 21 electronic mandis across the country to help farmers sell their products online and eliminate middlemen, Madhya Pradesh Chief Minister Shivraj Singh Chouhan was distributing tomatoes for free to poor families in Vidisha, as prices collapsed to their lowest level, 2 rupees per kg, insufficient to cover the cost of cultivation. Not only tomatoes, the wholesale price of onions has also dropped to 20 to 30 paise per kg, almost insignificant, in several districts, including Vidisha, Neemuch, and Mandsaur, where farmers cannot even afford the transportation cost.",1
410,homeless,Two homeless people in a temporary shelter in London last December (Photo: Getty) <h> 'We cannot allow struggling families to slip through the cracks created by our housing crisis.',1
411,disabled,"""We couldn't believe it was a circus,"" said Derewianchuk about a previous zoning hearing last month. ""Who said that just because you're disabled, you have to live in a miserable place? Why can't they live in a nice house?""",1
412,in-need,"""The Pacific Partnership 2018 offers an excellent opportunity for the armed forces of the United States and Sri Lanka to serve the people in need in Sri Lanka and expand our growing partnership in humanitarian aid and disaster response,"" said the Ambassador of the United States to Sri Lanka and the Maldives, Atul Keshap. ""From medical clinics to free public concerts, our sailors will bring the best of America to the local communities.""",1
413,vulnerable,"At the root of this problem lies a fundamental question: how do the not very intelligent survive in an information-based free market economy? Until the Left addresses this honestly and not politically correctly, they will continue to fail the vulnerable.",1
414,refugee,"Visiting the camp on Tuesday, the European Union's chief migration officer, Dimitris Avramopoulos, urged refugees to ignore unscrupulous traffickers, saying: ""By following the legal path, you will be able to live, someday, in better conditions.""",1
415,poor-families,"They earn an average of Rs 12,000 per month, which is not ""very well paid"" by any standard. But the employees of Ashwini Hospital in Thrissur, Kerala, have much bigger hearts than their paychecks. The hospital's employee association has started an initiative called ""Zest of Life"", through which they have built a house for a tribal family, funded dialysis for numerous patients, and even provide food to poor families every month.",1
416,poor-families,"The Archdioceses of Cebu and Vancouver in Canada organized the 'Table of Hope' banquet on Saturday (January 23), where bags were also given to poor families containing canned sardines, one kilogram of rice, and a bottle of water.",1
417,women,"Women are generally not as competitive as men and are not as motivated by occupational prestige. We want to progress, but not necessarily in the same way as men. While men may want to lead conglomerates, corporations, and boards of directors, women generally settle for having a good secure job and an attractive salary. Some women do pursue positions of power, but many are not interested. They do not want complications.",1
418,in-need,John Cena has broken the record for celebrity philanthropy at the Make A Wish Foundation by officially granting 500 wishes to children in need!,1
419,poor-families,"In June of this year, Gates launched a campaign to help extremely poor families in Sub-Saharan Africa by giving them 100,000 chickens.",1
420,in-need,"There are people who are struggling to make ends meet and it seems ironic that in a country like Australia, where we have so much land and such a fertile country, we can't provide food to those in need. ""Feeding Western Sydney.""",1
421,disabled,"Muniba's story was not an easy journey, yet she challenged norms and mindsets, turning her adversity into an opportunity. In December of last year, she was appointed as Pakistan's first national goodwill ambassador for gender equality and women's empowerment by the UN, and she is an active speaker advocating for the rights of disabled individuals in Pakistan. In fact, she was also the first wheelchair model to campaign for Toni & Guy Pakistan and is an ambassador for The Body Shop Pakistan brand. But above all, Muniba is a loving mother who fulfills all her responsibilities. Clearly, there is nothing that can stop her.",1
422,disabled,Practical ways to open wider doors for our disabled individuals.,1
423,in-need,The new emerging company The Monthly Co is raising money to launch a subscription service where women can order 100% cotton tampons online and have them delivered to their doorstep. Each purchase will result in the donation of a box of tampons to a woman in need.,1
424,in-need,"Try to offer a helping hand to that woman going through a crisis pregnancy or to that girl who had a child too early, at the same speed as you would judge or mock her. It is not always about money that someone needs. It could be a shoulder to lean on or advice from someone more experienced than them.",1
425,in-need,"""We need to prioritize how we are going to help these needy people first when suggesting the amount,"" she added.",1
426,hopeless,"If that were not the case, many Kenyans would still not exist in much worse conditions than those their ancestors fought against the colonialists: they are poor and hopeless.",1
427,women,"Even people with disabilities have the right to be beautiful. Just like other women, Mee Eng loves to dress well and go shopping. Due to atrophy in both legs, she has to wear custom-made shoes, but in order to be able to wear different types of fashionable shoes, she ""modifies"" them by inserting shoe pads made from paper slippers into regular shoes.",1
428,homeless,"It is a busy Tuesday night, and like Jesus distributing fish and loaves to the crowd, Donette Prendergast gently delivers boxes of cooked meals, cups of soup, and drinks to a large group of homeless people at the King Street post office in downtown Kingston.",1
429,homeless,"""We are working with the objective of building a country where there is no poverty, no one is left homeless, and no one dies without treatment,"" said Sheikh Hasina.",1
430,in-need,"If every Singaporean could dedicate just 15 minutes a day to help anyone in need, that would be enough as a starting point. It would unleash a revolution in our lives.",1
431,poor-families,"The bishops sharing a meal with poor families on the eve of the International Eucharistic Congress (IEC) was a significant symbol. Without it, the opening Mass on Sunday would have been merely a ritual of reverence to the Eucharist. And reverence is not enough. The papal legate, Cardinal Charles Maung Bo, emphasized in his homily the need for Christians to make the love of Christ towards the poor felt by them.",1
432,disabled,"Many of my disabled patients over the years have gained strength and hope by seeing that I also have a disability, but that I am coping with it. Sometimes, the best gift I can give to other people with disabilities is to show them that it is possible to obtain a job.",1
433,in-need,"The UCRT officer, Dismas Partalala Meitaya, said that since they are not in a position to fight for their own rights, indigenous people need protection.",1
434,hopeless,"Can't we help if people want to escape from a beggar country and obtain citizenship in a good country so that their children can be educated? If they live forever in desperate Sri Lanka, they will end up as maids and servants in prosperous India and China.",1
435,hopeless,"A few kilometers beyond Eldoret, we passed in front of hundreds, perhaps thousands, of dirty, hungry, and disheveled refugees wandering aimlessly around a small shopping center, with hopelessness and fear etched on their faces. They were fleeing from death; running towards nothingness.",1
436,women,"What is your advice for Nigerian women? My advice for women is to step forward and be courageous, as stated in the UN Declaration. I want women to feel encouraged. Choose something you can advocate for. It's not just about money. It's about the people you surround yourself with. Start from your immediate community and you will reach where you want to go.",1
437,refugee,"LONDON - Angelina Jolie has urged people to ""come together"" in order to ""overcome the global refugee crisis"".",1
438,in-need,"Helping in the community and giving back to those in need is meaningful throughout the year, but especially during the holiday season.",1
439,hopeless,"So, let's continue down that path, let's oppose the insensitivity of the Tories and make sure our streets are not populated by the hopeless, the homeless, and the tragically addicted. Do you value our free and unique service?",1
440,hopeless,Columns <h> Prison: The Birthplace of Despair,1
441,disabled,A little bit of funding opened a world of fun for disabled children at Mabel Pritchard School in Oxford.,1
442,in-need,"Homeless or glued to a smartphone? Instead of getting caught up in discussions about who needs more help, we simply need to move as quickly as possible to improve lives. Literally and metaphorically, we must first get people out of the water and ask questions later. So, if you can, sign up to be a foster caregiver, not just a refugee caregiver. Compassion should have no borders.",1
443,in-need,"Regardless of your situation, being generous is a good idea. Why? ""The generous will prosper; those who refresh others will themselves be refreshed."" Proverbs 11:25, NTV. ""And I have been a constant example of how you can help those in need by working hard. You should remember the words of the Lord Jesus: 'It is more blessed to give than to receive'."" Acts 20:35, NTV.",1
444,disabled,"Mzbel, in her acceptance speech, said that a disabled person, despite their disability, is like any other human being, even though they may face a physical or mental challenge in one way or another.",1
445,immigrant,"I think a fair wage will help distribute the benefits of globalization more equitably. Cutting off the flow of immigrants will not solve the problem (we need them with full-time employment), but paying a decent salary to the poor/low-skilled can help reduce the resentment they feel towards so many things (elites, government, EU, foreigners, immigrants).",1
446,homeless,"Addressing the FCA on World Democracy Day, Deshapriya said he wanted even homeless people in the country to be able to participate in elections, and a survey was being conducted to understand the number of people involved.",1
447,hopeless,"Clear evidence of exceptional miraculous events began to emerge. The lame started walking, cancer patients without hope were freed from despair...",1
448,homeless,"Some will pay the price of the R1 meal, but Somtaki and her friends, on the other hand, will use a ""token"" they obtained from a homeless support center called The Carpenter's Shop. Somtaki is given a small green token if she washes herself and her clothes there in the morning: ""You can't get a token if you haven't washed yourself,"" she explains.",1
449,migrant,"This movie receives a lot of criticism, from a clumsy script to horrible accents, but it is a story of Irish immigration that can only be compared to ""Gang of New York"". It shows the cruelty and injustices that Irish immigrants faced in the cold new world and their struggle for a better life.",1
450,hopeless,"18. It is the supreme task of this generation to give hope to the hopeless, strength to the weak, and protection to the defenseless.",1
451,homeless,"A woman identified as Bonnie Monroe revealed that she was having dinner with her children at a restaurant in Georgia when a homeless man approached table by table asking for alms, but he was chased away. He gave up and left the restaurant, but Monroe claimed that God immediately spoke to her not to let him go, so she went after him.",1
452,hopeless,"The project tour saw the editors and the Governor walking several kilometers. It was a display of popularity, as residents from different communities and parts of the Port Harcourt metropolis came out in large numbers to acclaim and catch a glimpse of the man affectionately called ""Our Governor."" If democracy is about connecting with the people and elevating their status through development, Wike has engraved his name in the annals of history. He was welcomed everywhere as the man who connected the disconnected through roads and bridges; as the leader who comforted the disheartened, the pensioners, the artisans, the civil servants, and much more as the man who gave hope to the hopeless hoi-polloi.",1
453,hopeless,"The only force capable of stopping them is the impoverished 99% that lies beneath. But in their poverty, they are Hausa, Yoruba, Igbo, Ijaw, Igbira, Tiv, Idoma; in their hopelessness, they are Muslims and Christians, too ignorant to understand that these divisions do not exist in the class above their heads.",1
454,hopeless,"Many words have been written and said about the Sisters of Mercy and their contribution to Alpha. I remember the 70s, when I worked with the Community Enterprise Organization, a public sector company dedicated to establishing cooperatives in communities. There was an agricultural and fishing project on Pagee Beach in Port Maria, St Mary, which was being led by a former ""bad man"", who has since passed away. It is true that Alpha couldn't reform everyone who went there, but sometimes there was a glimmer of hope, even among those who seemed hopeless.",1
455,disabled,"The organizing committee also confirmed that low-income Russian citizens, including families with many children, orphans, and disabled individuals, will be able to attend Confederations Cup matches for free.",1
456,disabled,"She said that she has fought against drug addiction, helped in the rehabilitation of people with mental illnesses, and done a lot for the youth, women, the disabled, and the community in general.",1
457,in-need,"""Today I woke up and saw that I have reached 1 million followers. So this is for you: I will donate a house to a needy family in our GK Village Ave Maria, Tanay Rizal. It's my way of saying thank you for following me and our way of giving back,"" she wrote.",1
458,in-need,"""Brixton Music Group acknowledges that the season is about bringing people together and helping those in need, both accomplished through music,"" said Jamar 'Ratigan' Kelly, executive producer of BMG, who comes from the Braeton community.",1
459,homeless,"Many people simply do not recognize the magnitude of what we are doing in the community, that there are people living on the streets, and how we are guiding them towards a life of self-sufficiency and independence.",1
460,homeless,"Imagine being a homeless person, walking through the bitterly cold streets of downtown Calgary at night.",1
461,in-need,"""At ONYX, we care not only about the well-being of our guests who stay with us, but also about the community in which we live and work. As part of our core value 'RICE' - which stands for Responsible, Inspiring, Compassionate, and Enthusiastic - our team members feel inspired to make a difference and contribute to a rewarding environment through volunteering,"" said Mr. Simon Dell, Vice President and General Manager of North Asia Area for ONYX Hospitality Group. ""We are proud to be a trusted partner of St. James' Settlement and to receive recognition. We will continue to observe and address the social needs of our local community and provide a better quality of life for those in need.""",1
462,poor-families,"""The government is implementing several programs that would change the economic position of poor families,"" she added.",1
463,women,"Speaking at the National Conference of Muslim Women in Tamale under the theme ""The Empowered Muslim Woman, a Significant Figure for National Development,"" Mrs. Salami mentioned that the conference was organized to help young women discover and successfully achieve their dreams, and to become responsible women in the future.",1
464,women,"""We are women concerned about the way women are treated in the world and sometimes about the way women behave. And for me personally, part of my journey in burlesque is to use it as a way to educate women and as a means for their own sexual expression.""",1
465,refugee,"Speaking about the third verb, Promote, the Holy Father points out that ""many migrants and refugees have skills, such as their ability to work."" He continues to encourage a determined effort to promote the social and professional inclusion of migrants and refugees, ensuring that everyone has access to employment, language instruction, and active citizenship.",1
466,in-need,I have been interested and passionate about what I can do to help improve the lives of underprivileged children. I hope to achieve my dream of creating a shelter for children in need of proper education and medical care.,1
467,refugee,The world governments gathered at the United Nations adopted a political declaration calling for the preservation of the dignity of refugees.,1
468,women,"Austin Ayemidejor, director of the Asaba airport project; the spokesperson for the state assembly, Monday Igbuya; and the president of the local government area of Sapele, Ejaife Odebala, among others, visited the site of the fire incidents and spoke words of encouragement and promised support to the market traders who lost their goods in the fire.",1
469,vulnerable,"""Contributing in a valuable way to the healthcare sector with the support of our sponsors, who through their contributions help us change the lives of some of the most vulnerable and in need of medical attention,"" said Fong Kong.",1
470,poor-families,"Mushatt's has a rich history in Ireland, where it helped thousands of poor families overcome the ailments that afflicted them during the days of poverty in shared housing buildings.",1
471,refugee,"Homeless children live like refugees in their own country, deprived of the ability to make decisions about when to eat, and in many cases they suffer high levels of anxiety for their parents' health.",1
472,hopeless,"Also notable are the ways in which a childhood spent in Pakistan forced one to discard fatalistic visions of the world and despairing imaginations of the future. Lives are spent under skies filled with flying bullets, with threats of kidnapping loved ones and amidst crowded markets that unexpectedly explode. Even in the midst of imminent dangers, we knew that there were other lives to be lived. And so we continue on, living intensely, despite the background noise.",1
473,hopeless,"He observed that violence cannot be separated from poverty, and that a young man without hope, without a job, poorly educated, and poorly paid is the most dangerous.",1
474,refugee,"""Malaria affects a surprising number of refugees, but it doesn't have to be this way,"" said Chris Helfrich, director of Nothing But Nets. ""A simple mosquito net can help protect mothers and children from deadly mosquito bites, and this is the help they desperately need. We are very grateful to Curry and all our Nothing But Nets Champions for ensuring that we can cover this camp with life-saving mosquito nets.""",1
475,in-need,"Due credit should be given to the celebrities, as most of them provided monetary aid to those affected by the floods. However, it was the South Indian actor Siddharth and Big FM radio host Balaji who are still on the field providing direct help. Siddharth has been going around transporting people. Meanwhile, RJ Balaji has been organizing relief materials with the help of social media and delivering them to the needy.",1
476,homeless,"Shumugum was well known in the local community for her charity work and missionary efforts with the homeless people in South Beach, where she and her husband Jonathan Shumugum regularly fed them.",1
477,in-need,"""This is an expression of true Lasallian and Filipino love for the nation,"" said Balayan Director Minmin Ponteras. He challenged the students, teachers, staff, and administrative volunteers to build shelters with love and care for those who are in need.""",1
478,poor-families,Children born into poor families deserve that experience as much as the rich. It cannot be expected for regulators who lie with every other breath to understand it. <h> Anonymous,1
479,refugee,"Tusk praised Davutoglu and his government, stating that his visit to the camp had shown him that Turkey ""is an example to the whole world of how we should treat refugees.""",1
480,in-need,"He said that he had instructed his officers to ""make friends"" with those in need and that he wanted to modernize his force as crime moved from the public sphere, such as the streets, to the private sphere, at home and through the internet.",1
481,poor-families,"This group does fantastic work and has around 3,500 street children under their care. They support very poor families in many ways, such as Medical Centers, Schools, Training Centers, and much more. They also have a 24-hour helpline for any child who may be in danger.",1
482,immigrant,"Inspiration that anything is possible. You can be born into a family that doesn't have much, but if you have heart and work hard, dreams can come true. People forget that this country offers opportunities. Not all countries have that, in fact, many countries don't. Many immigrants have that obstacle they can't overcome in their minds. I was raised by a single mother who worked as a domestic employee. English is my second language, and I lived below the poverty line. You have to have hope and faith in yourself.",1
483,hopeless,"The governor of Machakos, Alfred Mutua, has said that it is shameful that the residents of Ukambani continue to languish in the ashes of poverty, neglect, and hopelessness despite having had local leaders in high-level government positions in the past.",1
484,women,"""Our team is ecstatic to have been able to offer these two women comfort, a new perspective on life, and a home. Now we are working to help another 100 people with housing from the funds we will raise at our upcoming 5K Race/Walk event on May 13th,"" said Mair.",1
485,hopeless,"The Coalition of the New Nation (NNC) said yesterday that they were ""sympathizing with the majority of Jamaicans who are depressed, without money, confused, and immersed in feelings of hopelessness during what is described as the worst Christmas in many years.""",1
486,poor-families,"""If I die ... I know there will be a day when I will die, when that day comes I would like to be remembered for helping many children from poor families to have access to a modern and quality education ... that's why I have been moving from one place to another to make sure that we have good schools that provide opportunities for our youth to receive a good education ... in these schools we have German teachers and other (volunteers) from other developed countries to ensure that quality education is provided to our children,"" he said.",1
487,in-need,"""Very often, the people who need it the most may not read newspapers, have access to the internet, or even understand English,"" said to the parliament last month. ""They need people who can speak to them in their language, people who knock on their doors, visit them to see if they are okay, and explain some of these assistance programs to them.""",1
488,homeless,The city is in the midst of an ambitious plan to offer recreation classes in activities such as yoga and tai chi to homeless individuals.,1
489,hopeless,"""The senseless violence, as well as the reign of terror by gang members, has destroyed the moral fabric of some communities that need to be liberated from the cycle of violence and hopelessness,"" said Sanco's national spokesperson, Jabu Mahlangu.",1
490,vulnerable,"She was only 26 years old at that moment and looked like a trapped and wounded animal cornered in a corner, staring directly into the barrel of a gun. The raw anguish emanating from that image conveys the harsh realities of heroin addiction, while this truly vulnerable and shattered soul cries out for help through tear-filled eyes.",1
491,immigrant,"""There is no one who can tell immigrants that they cannot achieve a success that belongs to them legitimately. Even if the goal is not to obtain a degree, any other success for immigrants in this country is deserved and waiting for them to achieve it,"" says Jacqueline. ""It only takes patience and the willingness to fight and move forward. I have no doubt that any immigrant has that.""",1
492,immigrant,"President Donald Trump on Wednesday unveiled his outline of an immigration bill that he will promote next week, stating that he wants $25 billion (17.6 billion pounds) to build a border wall and is willing to grant citizenship to illegal immigrants who were brought to the United States as children.",1
493,homeless,"This time, McTell performs it with the Crisis Choir and guest vocalist Annie Lennox as part of a project to end homelessness. Crisis was formed 50 years ago and today operates 13 centers for over 4,000 homeless people during Christmas.",1
494,homeless,"""Every year I try to find someone who can help me give food to some homeless people,"" he continued.",1
495,homeless,"Jordan Bennett praised the volunteer team for their dedication and for sharing their vision, which is motivated by the famous miracle of Christ where five loaves of bread and two fish were used to feed 5000 people. He said he was happy to see this level of collaboration and support for an initiative that was born out of his desire to feed especially homeless Jamaicans and those in need, and how it continues to flourish and impact the lives of others.",1
496,poor-families,Coordinate with the private sector to donate skimmed milk powder and diapers to newborns from poor families.,1
497,homeless,"As part of the challenge, King joined forces with two other families to help homeless people on Thanksgiving Day. This afternoon, he took his three children to the city center to give a blanket, a coat, and a homemade meal to the homeless families they encountered. He also included a bracelet and a card.",1
498,vulnerable,"The God is God Foundation (GIG), a non-governmental organization (NGO), established five years ago and dedicated to helping needy widows and orphans, was inaugurated over the weekend in Accra, with a call to Ghanaians to do more to care for the vulnerable and disadvantaged.",1
499,homeless,Call to restore hope for the homeless through research,1
500,in-need,"The commitment of Christians in this field is as urgent today as it was in the past. We only have to look at the last century, remembering the wonderful figure of Saint Frances Cabrini, who dedicated her life alongside her companions to migrants towards the United States of America. Today, we also need a similar testimony so that mercy can reach many in need. It is a commitment that involves everyone, without exception. Dioceses, parishes, institutes of consecrated life, associations and movements, as well as individual Christians, are called to welcome brothers and sisters fleeing from war, hunger, violence, and inhumane living conditions. Together, we are a great force of support for those who have lost their home, their family, their job, and their dignity.",1
501,refugee,"Mr. Luise gained the trust of the development partners and the result of his work can be seen in the number of quality institutions he founded for the elderly, orphans, homeless people, and refugees, including the Emmanuel Centre and the Santa Monica Orphanage in Kiambu County.",1
502,refugee,"""She was always ready to offer her time, energy, legal expertise, and even her personal money to help homeless refugees and asylum seekers in Jamaica,"" said Cochetel.",1
503,homeless,"Who cares if he gives a lot of charity to homeless children every year? If he doesn't do it for the sake of Allah, it doesn't count!",1
504,homeless,Kate has also worked to help the homeless community in Liverpool by distributing gift boxes to women sleeping on the streets.,1
505,in-need,Hope Reins matches rescued horses with children in need. The faith-based organization provides equine counselors to children who have faced abuse and neglect.,1
506,homeless,"For the willing and capable men and women who wander our streets in desperate need of employment, for the children who roam the streets in our towns and villages due to the lack of educational infrastructure, for the thousands of lives lost every day due to inadequate healthcare, for the thousands more who go hungry and are homeless on our streets, for all the lost dreams and lost lives, this is our plea.",1
507,disabled,"The PCD law establishes that a decision-making representative be appointed on your behalf if you have not previously appointed one. Do you want that decision to be entrusted to your spouse, child, or even parent, in the case of a disabled child, who may not appreciate the imperfect world? Someone who is distant or does not know your wishes? Someone who acts because they consider you a burden to them or to society?",1
508,hopeless,"The project seeks to rescue and rehabilitate enslaved and abused women and children through education and provide them with social support and protection. TLF aims to restore hope in the desperate, provide homes for the homeless, comfort the afflicted, and support the helpless and needy children through its missions.",1
509,homeless,I prefer to donate to the less privileged in the church or to the homeless rather than pouring a cup of water into Nigeria's sea of wealth so that thieves can take advantage of my small contribution.,1
510,homeless,"The actor from ""The Phone Booth"" and ""Minority Report"" is a sponsor of the Irish Homeless Street Leagues, in his own words: ""They provide an opportunity for those who live without a roof over their heads, or a warm bed to sleep in, to feel part of a community, that they are included and empowered in their lives"" - therefore, his opinions on the issue of homelessness are as valid as those of any expert or politician.",1
511,poor-families,"A Catholic mother convinced her family to have a different Christmas. They saved money for a month and decided not to have presents in order to help two poor families, one Catholic and one Buddhist. ""What I want is for my children to learn the true meaning of Christmas,"" she said.",1
512,homeless,"He would have found joy in spending time with the homeless children of Manila. The children, omnipresent in the city while begging, unfortunately missed possibly the only opportunity in their life to receive papal blessings. The social welfare staff took them to a safe place, considering the five-day papal visit as a good time to introduce the homeless to homes with doors and sanitation services.",1
513,in-need,"Not everyone would want to spend their special day helping less fortunate people, but Soberano is an exception. In 2015, the 19-year-old actress decided to celebrate her 18th birthday early by giving back all the blessings she received throughout the year. If helping those in need is part of her nature, then it wouldn't be so difficult for Soberano to find a cause to bring to Miss Universe. 2. When she attends the Star Magic Ball.",1
514,in-need,We find it lovely that so many people have offered to help a clearly needy family!,1
515,vulnerable,"A Deputy Governor in the state of Zamfara in Nigeria, Malam Ibrahim Wakkala Muhammad, has promised to sponsor the wedding ceremony of 100 vulnerable couples across the state.",1
516,in-need,"This Christmas, the volunteers from Epuni Baptist Church will be giving Klosen bread to families in need.",1
517,homeless,"He reveals that the host of the Coach's Corner program, Ron MacLean, can't pass by a street musician or a homeless person without opening his wallet, and that the Winnipeg Jets filed a lawsuit against him after he said that the name of the team's new assistant coach, Alpo Suhonen, sounded like ""dog food"".",1
518,homeless,"Fighting against homelessness through fashion is the business model of two graduates from Messiah College, who are donating part of the profits from their new clothing company to help people on the streets.",1
519,in-need,"Last year, the Star of Yahweh Covenant Community (SYCC, for its initials in English) carried out its charity work for underprivileged families, and this year, on December 10th, they once again performed the same act of kindness by inviting other church members to bring the joy of Christmas to these families. It was a lovely and communal way for them to come together and donate to those in need.",1
520,disabled,"He could have interpreted his condition as a disability to live for others as well. He could have immersed himself in self-pity, as many do, wallowing in the muddy fields of self-obsession and low self-esteem. But Yusuf didn't; it wasn't all about his immediate interests, but about a social impact that even reached the lives of strangers who knew nothing about him and will never get to know.",1
